orderID,productID,unitPrice,quantity,discount,customerID,employeeID,orderDate,requiredDate,shippedDate,shipperID,freight
10357,60,27.2,8,0.2,LILAS,1,19/11/2023,17/12/2023,02/12/2023,3,34.88
10358,24,3.6,10,0.05,LAMAI,5,20/11/2023,18/12/2023,27/11/2023,1,19.64
10358,34,11.2,10,0.05,LAMAI,5,20/11/2023,18/12/2023,27/11/2023,1,19.64
10358,36,15.2,20,0.05,LAMAI,5,20/11/2023,18/12/2023,27/11/2023,1,19.64
10359,16,13.9,56,0.05,SEVES,5,21/11/2023,19/12/2023,26/11/2023,3,288.43
10359,31,10,70,0.05,SEVES,5,21/11/2023,19/12/2023,26/11/2023,3,288.43
10359,60,27.2,80,0.05,SEVES,5,21/11/2023,19/12/2023,26/11/2023,3,288.43
10360,28,36.4,30,0,BLONP,4,22/11/2023,20/12/2023,02/12/2023,3,131.7
10360,29,99,35,0,BLONP,4,22/11/2023,20/12/2023,02/12/2023,3,131.7
10360,38,210.8,10,0,BLONP,4,22/11/2023,20/12/2023,02/12/2023,3,131.7
10360,49,16,35,0,BLONP,4,22/11/2023,20/12/2023,02/12/2023,3,131.7
10360,54,5.9,28,0,BLONP,4,22/11/2023,20/12/2023,02/12/2023,3,131.7
10361,39,14.4,54,0.1,QUICK,1,22/11/2023,20/12/2023,03/12/2023,2,183.17
10361,60,27.2,55,0.1,QUICK,1,22/11/2023,20/12/2023,03/12/2023,2,183.17
10362,25,11.2,50,0,BONAP,3,25/11/2023,23/12/2023,28/11/2023,1,96.04
10362,51,42.4,20,0,BONAP,3,25/11/2023,23/12/2023,28/11/2023,1,96.04
10362,54,5.9,24,0,BONAP,3,25/11/2023,23/12/2023,28/11/2023,1,96.04
10363,31,10,20,0,DRACD,4,26/11/2023,24/12/2023,04/12/2023,3,30.54
10363,75,6.2,12,0,DRACD,4,26/11/2023,24/12/2023,04/12/2023,3,30.54
10363,76,14.4,12,0,DRACD,4,26/11/2023,24/12/2023,04/12/2023,3,30.54
10364,69,28.8,30,0,EASTC,1,26/11/2023,07/01/2022,04/12/2023,1,71.97
10364,71,17.2,5,0,EASTC,1,26/11/2023,07/01/2022,04/12/2023,1,71.97
10365,11,16.8,24,0,ANTON,3,27/11/2023,25/12/2023,02/12/2023,2,22
10366,65,16.8,5,0,GALED,8,28/11/2023,09/01/2022,30/12/2023,2,10.14
10366,77,10.4,5,0,GALED,8,28/11/2023,09/01/2022,30/12/2023,2,10.14
10367,34,11.2,36,0,VAFFE,7,28/11/2023,26/12/2023,02/12/2023,3,13.55
10367,54,5.9,18,0,VAFFE,7,28/11/2023,26/12/2023,02/12/2023,3,13.55
10367,65,16.8,15,0,VAFFE,7,28/11/2023,26/12/2023,02/12/2023,3,13.55
10367,77,10.4,7,0,VAFFE,7,28/11/2023,26/12/2023,02/12/2023,3,13.55
10368,21,8,5,0.1,ERNSH,2,29/11/2023,27/12/2023,02/12/2023,2,101.95
10368,28,36.4,13,0.1,ERNSH,2,29/11/2023,27/12/2023,02/12/2023,2,101.95
10368,57,15.6,25,0,ERNSH,2,29/11/2023,27/12/2023,02/12/2023,2,101.95
10368,64,26.6,35,0.1,ERNSH,2,29/11/2023,27/12/2023,02/12/2023,2,101.95
10369,29,99,20,0,SPLIR,8,02/12/2023,30/12/2023,09/12/2023,2,195.68
10369,56,30.4,18,0.25,SPLIR,8,02/12/2023,30/12/2023,09/12/2023,2,195.68
10370,1,14.4,15,0.15,CHOPS,6,03/12/2023,31/12/2023,27/12/2023,2,1.17
10370,64,26.6,30,0,CHOPS,6,03/12/2023,31/12/2023,27/12/2023,2,1.17
10370,74,8,20,0.15,CHOPS,6,03/12/2023,31/12/2023,27/12/2023,2,1.17
10371,36,15.2,6,0.2,LAMAI,1,03/12/2023,31/12/2023,24/12/2023,1,0.45
10372,20,64.8,12,0.25,QUEEN,5,04/12/2023,01/01/2022,09/12/2023,2,890.78
10372,38,210.8,40,0.25,QUEEN,5,04/12/2023,01/01/2022,09/12/2023,2,890.78
10372,60,27.2,70,0.25,QUEEN,5,04/12/2023,01/01/2022,09/12/2023,2,890.78
10372,72,27.8,42,0.25,QUEEN,5,04/12/2023,01/01/2022,09/12/2023,2,890.78
10373,58,10.6,80,0.2,HUNGO,4,05/12/2023,02/01/2022,11/12/2023,3,124.12
10373,71,17.2,50,0.2,HUNGO,4,05/12/2023,02/01/2022,11/12/2023,3,124.12
10374,31,10,30,0,WOLZA,1,05/12/2023,02/01/2022,09/12/2023,3,3.94
10374,58,10.6,15,0,WOLZA,1,05/12/2023,02/01/2022,09/12/2023,3,3.94
10375,14,18.6,15,0,HUNGC,3,06/12/2023,03/01/2022,09/12/2023,2,20.12
10375,54,5.9,10,0,HUNGC,3,06/12/2023,03/01/2022,09/12/2023,2,20.12
10376,31,10,42,0.05,MEREP,1,09/12/2023,06/01/2022,13/12/2023,2,20.39
10377,28,36.4,20,0.15,SEVES,1,09/12/2023,06/01/2022,13/12/2023,3,22.21
10377,39,14.4,20,0.15,SEVES,1,09/12/2023,06/01/2022,13/12/2023,3,22.21
10378,71,17.2,6,0,FOLKO,5,10/12/2023,07/01/2022,19/12/2023,3,5.44
10379,41,7.7,8,0.1,QUEDE,2,11/12/2023,08/01/2022,13/12/2023,1,45.03
10379,63,35.1,16,0.1,QUEDE,2,11/12/2023,08/01/2022,13/12/2023,1,45.03
10379,65,16.8,20,0.1,QUEDE,2,11/12/2023,08/01/2022,13/12/2023,1,45.03
10380,30,20.7,18,0.1,HUNGO,8,12/12/2023,09/01/2022,16/01/2024,3,35.03
10380,53,26.2,20,0.1,HUNGO,8,12/12/2023,09/01/2022,16/01/2024,3,35.03
10380,60,27.2,6,0.1,HUNGO,8,12/12/2023,09/01/2022,16/01/2024,3,35.03
10380,70,12,30,0,HUNGO,8,12/12/2023,09/01/2022,16/01/2024,3,35.03
10381,74,8,14,0,LILAS,3,12/12/2023,09/01/2022,13/12/2023,3,7.99
10382,5,17,32,0,ERNSH,4,13/12/2023,10/01/2022,16/12/2023,1,94.77
10382,18,50,9,0,ERNSH,4,13/12/2023,10/01/2022,16/12/2023,1,94.77
10382,29,99,14,0,ERNSH,4,13/12/2023,10/01/2022,16/12/2023,1,94.77
10382,33,2,60,0,ERNSH,4,13/12/2023,10/01/2022,16/12/2023,1,94.77
10382,74,8,50,0,ERNSH,4,13/12/2023,10/01/2022,16/12/2023,1,94.77
10383,13,4.8,20,0,AROUT,8,16/12/2023,13/01/2022,18/12/2023,3,34.24
10383,50,13,15,0,AROUT,8,16/12/2023,13/01/2022,18/12/2023,3,34.24
10383,56,30.4,20,0,AROUT,8,16/12/2023,13/01/2022,18/12/2023,3,34.24
10384,20,64.8,28,0,BERGS,3,16/12/2023,13/01/2022,20/12/2023,3,168.64
10384,60,27.2,15,0,BERGS,3,16/12/2023,13/01/2022,20/12/2023,3,168.64
10385,7,24,10,0.2,SPLIR,1,17/12/2023,14/01/2022,23/12/2023,2,30.96
10385,60,27.2,20,0.2,SPLIR,1,17/12/2023,14/01/2022,23/12/2023,2,30.96
10385,68,10,8,0.2,SPLIR,1,17/12/2023,14/01/2022,23/12/2023,2,30.96
10386,24,3.6,15,0,FAMIA,9,18/12/2023,01/01/2022,25/12/2023,3,13.99
10386,34,11.2,10,0,FAMIA,9,18/12/2023,01/01/2022,25/12/2023,3,13.99
10387,24,3.6,15,0,SANTG,1,18/12/2023,15/01/2022,20/12/2023,2,93.63
10387,28,36.4,6,0,SANTG,1,18/12/2023,15/01/2022,20/12/2023,2,93.63
10387,59,44,12,0,SANTG,1,18/12/2023,15/01/2022,20/12/2023,2,93.63
10387,71,17.2,15,0,SANTG,1,18/12/2023,15/01/2022,20/12/2023,2,93.63
10388,45,7.6,15,0.2,SEVES,2,19/12/2023,16/01/2022,20/12/2023,1,34.86
10388,52,5.6,20,0.2,SEVES,2,19/12/2023,16/01/2022,20/12/2023,1,34.86
10388,53,26.2,40,0,SEVES,2,19/12/2023,16/01/2022,20/12/2023,1,34.86
10389,10,24.8,16,0,BOTTM,4,20/12/2023,17/01/2022,24/12/2023,2,47.42
10389,55,19.2,15,0,BOTTM,4,20/12/2023,17/01/2022,24/12/2023,2,47.42
10389,62,39.4,20,0,BOTTM,4,20/12/2023,17/01/2022,24/12/2023,2,47.42
10389,70,12,30,0,BOTTM,4,20/12/2023,17/01/2022,24/12/2023,2,47.42
10390,31,10,60,0.1,ERNSH,6,23/12/2023,20/01/2022,26/12/2023,1,126.38
10390,35,14.4,40,0.1,ERNSH,6,23/12/2023,20/01/2022,26/12/2023,1,126.38
10390,46,9.6,45,0,ERNSH,6,23/12/2023,20/01/2022,26/12/2023,1,126.38
10390,72,27.8,24,0.1,ERNSH,6,23/12/2023,20/01/2022,26/12/2023,1,126.38
10391,13,4.8,18,0,DRACD,3,23/12/2023,20/01/2022,31/12/2023,3,5.45
10392,69,28.8,50,0,PICCO,2,24/12/2023,21/01/2022,01/01/2024,3,122.46
10393,2,15.2,25,0.25,SAVEA,1,25/12/2023,22/01/2022,03/01/2024,3,126.56
10393,14,18.6,42,0.25,SAVEA,1,25/12/2023,22/01/2022,03/01/2024,3,126.56
10393,25,11.2,7,0.25,SAVEA,1,25/12/2023,22/01/2022,03/01/2024,3,126.56
10393,26,24.9,70,0.25,SAVEA,1,25/12/2023,22/01/2022,03/01/2024,3,126.56
10393,31,10,32,0,SAVEA,1,25/12/2023,22/01/2022,03/01/2024,3,126.56
10394,13,4.8,10,0,HUNGC,1,25/12/2023,22/01/2022,03/01/2024,3,30.34
10394,62,39.4,10,0,HUNGC,1,25/12/2023,22/01/2022,03/01/2024,3,30.34
10395,46,9.6,28,0.1,HILAA,6,26/12/2023,23/01/2022,03/01/2024,1,184.41
10395,53,26.2,70,0.1,HILAA,6,26/12/2023,23/01/2022,03/01/2024,1,184.41
10395,69,28.8,8,0,HILAA,6,26/12/2023,23/01/2022,03/01/2024,1,184.41
10396,23,7.2,40,0,FRANK,1,27/12/2023,10/01/2022,06/01/2024,3,135.35
10396,71,17.2,60,0,FRANK,1,27/12/2023,10/01/2022,06/01/2024,3,135.35
10396,72,27.8,21,0,FRANK,1,27/12/2023,10/01/2022,06/01/2024,3,135.35
10397,21,8,10,0.15,PRINI,5,27/12/2023,24/01/2022,02/01/2024,1,60.26
10397,51,42.4,18,0.15,PRINI,5,27/12/2023,24/01/2022,02/01/2024,1,60.26
10398,35,14.4,30,0,SAVEA,2,30/12/2023,27/01/2022,09/01/2024,3,89.16
10398,55,19.2,120,0.1,SAVEA,2,30/12/2023,27/01/2022,09/01/2024,3,89.16
10399,68,10,60,0,VAFFE,8,31/12/2023,14/01/2022,08/01/2024,3,27.36
10399,71,17.2,30,0,VAFFE,8,31/12/2023,14/01/2022,08/01/2024,3,27.36
10399,76,14.4,35,0,VAFFE,8,31/12/2023,14/01/2022,08/01/2024,3,27.36
10399,77,10.4,14,0,VAFFE,8,31/12/2023,14/01/2022,08/01/2024,3,27.36
10400,29,99,21,0,EASTC,1,01/01/2022,29/01/2022,16/01/2022,3,83.93
10400,35,14.4,35,0,EASTC,1,01/01/2022,29/01/2022,16/01/2022,3,83.93
10400,49,16,30,0,EASTC,1,01/01/2022,29/01/2022,16/01/2022,3,83.93
10401,30,20.7,18,0,RATTC,1,01/01/2022,29/01/2022,10/01/2022,1,12.51
10401,56,30.4,70,0,RATTC,1,01/01/2022,29/01/2022,10/01/2022,1,12.51
10401,65,16.8,20,0,RATTC,1,01/01/2022,29/01/2022,10/01/2022,1,12.51
10401,71,17.2,60,0,RATTC,1,01/01/2022,29/01/2022,10/01/2022,1,12.51
10402,23,7.2,60,0,ERNSH,8,02/01/2022,13/02/2022,10/01/2022,2,67.88
10402,63,35.1,65,0,ERNSH,8,02/01/2022,13/02/2022,10/01/2022,2,67.88
10403,16,13.9,21,0.15,ERNSH,4,03/01/2022,31/01/2022,09/01/2022,3,73.79
10403,48,10.2,70,0.15,ERNSH,4,03/01/2022,31/01/2022,09/01/2022,3,73.79
10404,26,24.9,30,0.05,MAGAA,2,03/01/2022,31/01/2022,08/01/2022,1,155.97
10404,42,11.2,40,0.05,MAGAA,2,03/01/2022,31/01/2022,08/01/2022,1,155.97
10404,49,16,30,0.05,MAGAA,2,03/01/2022,31/01/2022,08/01/2022,1,155.97
10405,3,8,50,0,LINOD,1,06/01/2022,03/02/2022,22/01/2022,1,34.82
10406,1,14.4,10,0,QUEEN,7,07/01/2022,18/02/2022,13/01/2022,1,108.04
10406,21,8,30,0.1,QUEEN,7,07/01/2022,18/02/2022,13/01/2022,1,108.04
10406,28,36.4,42,0.1,QUEEN,7,07/01/2022,18/02/2022,13/01/2022,1,108.04
10406,36,15.2,5,0.1,QUEEN,7,07/01/2022,18/02/2022,13/01/2022,1,108.04
10406,40,14.7,2,0.1,QUEEN,7,07/01/2022,18/02/2022,13/01/2022,1,108.04
10407,11,16.8,30,0,OTTIK,2,07/01/2022,04/02/2022,30/01/2022,2,91.48
10407,69,28.8,15,0,OTTIK,2,07/01/2022,04/02/2022,30/01/2022,2,91.48
10407,71,17.2,15,0,OTTIK,2,07/01/2022,04/02/2022,30/01/2022,2,91.48
10408,37,20.8,10,0,FOLIG,8,08/01/2022,05/02/2022,14/01/2022,1,11.26
10408,54,5.9,6,0,FOLIG,8,08/01/2022,05/02/2022,14/01/2022,1,11.26
10408,62,39.4,35,0,FOLIG,8,08/01/2022,05/02/2022,14/01/2022,1,11.26
10409,14,18.6,12,0,OCEAN,3,09/01/2022,06/02/2022,14/01/2022,1,29.83
10409,21,8,12,0,OCEAN,3,09/01/2022,06/02/2022,14/01/2022,1,29.83
10410,33,2,49,0,BOTTM,3,10/01/2022,07/02/2022,15/01/2022,3,2.4
10410,59,44,16,0,BOTTM,3,10/01/2022,07/02/2022,15/01/2022,3,2.4
10411,41,7.7,25,0.2,BOTTM,9,10/01/2022,07/02/2022,21/01/2022,3,23.65
10411,44,15.5,40,0.2,BOTTM,9,10/01/2022,07/02/2022,21/01/2022,3,23.65
10411,59,44,9,0.2,BOTTM,9,10/01/2022,07/02/2022,21/01/2022,3,23.65
10412,14,18.6,20,0.1,WARTH,8,13/01/2022,10/02/2022,15/01/2022,2,3.77
10413,1,14.4,24,0,LAMAI,3,14/01/2022,11/02/2022,16/01/2022,2,95.66
10413,62,39.4,40,0,LAMAI,3,14/01/2022,11/02/2022,16/01/2022,2,95.66
10413,76,14.4,14,0,LAMAI,3,14/01/2022,11/02/2022,16/01/2022,2,95.66
10414,19,7.3,18,0.05,FAMIA,2,14/01/2022,11/02/2022,17/01/2022,3,21.48
10414,33,2,50,0,FAMIA,2,14/01/2022,11/02/2022,17/01/2022,3,21.48
10415,17,31.2,2,0,HUNGC,3,15/01/2022,12/02/2022,24/01/2022,1,0.2
10415,33,2,20,0,HUNGC,3,15/01/2022,12/02/2022,24/01/2022,1,0.2
10416,19,7.3,20,0,WARTH,8,16/01/2022,13/02/2022,27/01/2022,3,22.72
10416,53,26.2,10,0,WARTH,8,16/01/2022,13/02/2022,27/01/2022,3,22.72
10416,57,15.6,20,0,WARTH,8,16/01/2022,13/02/2022,27/01/2022,3,22.72
10417,38,210.8,50,0,SIMOB,4,16/01/2022,13/02/2022,28/01/2022,3,70.29
10417,46,9.6,2,0.25,SIMOB,4,16/01/2022,13/02/2022,28/01/2022,3,70.29
10417,68,10,36,0.25,SIMOB,4,16/01/2022,13/02/2022,28/01/2022,3,70.29
10417,77,10.4,35,0,SIMOB,4,16/01/2022,13/02/2022,28/01/2022,3,70.29
10418,2,15.2,60,0,QUICK,4,17/01/2022,14/02/2022,24/01/2022,1,17.55
10418,47,7.6,55,0,QUICK,4,17/01/2022,14/02/2022,24/01/2022,1,17.55
10418,61,22.8,16,0,QUICK,4,17/01/2022,14/02/2022,24/01/2022,1,17.55
10418,74,8,15,0,QUICK,4,17/01/2022,14/02/2022,24/01/2022,1,17.55
10419,60,27.2,60,0.05,RICSU,4,20/01/2022,17/02/2022,30/01/2022,2,137.35
10419,69,28.8,20,0.05,RICSU,4,20/01/2022,17/02/2022,30/01/2022,2,137.35
10420,9,77.6,20,0.1,WELLI,3,21/01/2022,18/02/2022,27/01/2022,1,44.12
10420,13,4.8,2,0.1,WELLI,3,21/01/2022,18/02/2022,27/01/2022,1,44.12
10420,70,12,8,0.1,WELLI,3,21/01/2022,18/02/2022,27/01/2022,1,44.12
10420,73,12,20,0.1,WELLI,3,21/01/2022,18/02/2022,27/01/2022,1,44.12
10421,19,7.3,4,0.15,QUEDE,8,21/01/2022,04/03/2022,27/01/2022,1,99.23
10421,26,24.9,30,0,QUEDE,8,21/01/2022,04/03/2022,27/01/2022,1,99.23
10421,53,26.2,15,0.15,QUEDE,8,21/01/2022,04/03/2022,27/01/2022,1,99.23
10421,77,10.4,10,0.15,QUEDE,8,21/01/2022,04/03/2022,27/01/2022,1,99.23
10422,26,24.9,2,0,FRANS,2,22/01/2022,19/02/2022,31/01/2022,1,3.02
10423,31,10,14,0,GOURL,6,23/01/2022,06/02/2022,24/02/2022,3,24.5
10423,59,44,20,0,GOURL,6,23/01/2022,06/02/2022,24/02/2022,3,24.5
10424,35,14.4,60,0.2,MEREP,7,23/01/2022,20/02/2022,27/01/2022,2,370.61
10424,38,210.8,49,0.2,MEREP,7,23/01/2022,20/02/2022,27/01/2022,2,370.61
10424,68,10,30,0.2,MEREP,7,23/01/2022,20/02/2022,27/01/2022,2,370.61
10425,55,19.2,10,0.25,LAMAI,6,24/01/2022,21/02/2022,14/02/2022,2,7.93
10425,76,14.4,20,0.25,LAMAI,6,24/01/2022,21/02/2022,14/02/2022,2,7.93
10426,56,30.4,5,0,GALED,4,27/01/2022,24/02/2022,06/02/2022,1,18.69
10426,64,26.6,7,0,GALED,4,27/01/2022,24/02/2022,06/02/2022,1,18.69
10427,14,18.6,35,0,PICCO,4,27/01/2022,24/02/2022,03/03/2022,2,31.29
10428,46,9.6,20,0,REGGC,7,28/01/2022,25/02/2022,04/02/2022,1,11.09
10429,50,13,40,0,HUNGO,3,29/01/2022,12/03/2022,07/02/2022,2,56.63
10429,63,35.1,35,0.25,HUNGO,3,29/01/2022,12/03/2022,07/02/2022,2,56.63
10430,17,31.2,45,0.2,ERNSH,4,30/01/2022,13/02/2022,03/02/2022,1,458.78
10430,21,8,50,0,ERNSH,4,30/01/2022,13/02/2022,03/02/2022,1,458.78
10430,56,30.4,30,0,ERNSH,4,30/01/2022,13/02/2022,03/02/2022,1,458.78
10430,59,44,70,0.2,ERNSH,4,30/01/2022,13/02/2022,03/02/2022,1,458.78
10431,17,31.2,50,0.25,BOTTM,4,30/01/2022,13/02/2022,07/02/2022,2,44.17
10431,40,14.7,50,0.25,BOTTM,4,30/01/2022,13/02/2022,07/02/2022,2,44.17
10431,47,7.6,30,0.25,BOTTM,4,30/01/2022,13/02/2022,07/02/2022,2,44.17
10432,26,24.9,10,0,SPLIR,3,31/01/2022,14/02/2022,07/02/2022,2,4.34
10432,54,5.9,40,0,SPLIR,3,31/01/2022,14/02/2022,07/02/2022,2,4.34
10433,56,30.4,28,0,PRINI,3,03/02/2022,03/03/2022,04/03/2022,3,73.83
10434,11,16.8,6,0,FOLKO,3,03/02/2022,03/03/2022,13/02/2022,2,17.92
10434,76,14.4,18,0.15,FOLKO,3,03/02/2022,03/03/2022,13/02/2022,2,17.92
10435,2,15.2,10,0,CONSH,8,04/02/2022,18/03/2022,07/02/2022,2,9.21
10435,22,16.8,12,0,CONSH,8,04/02/2022,18/03/2022,07/02/2022,2,9.21
10435,72,27.8,10,0,CONSH,8,04/02/2022,18/03/2022,07/02/2022,2,9.21
10436,46,9.6,5,0,BLONP,3,05/02/2022,05/03/2022,11/02/2022,2,156.66
10436,56,30.4,40,0.1,BLONP,3,05/02/2022,05/03/2022,11/02/2022,2,156.66
10436,64,26.6,30,0.1,BLONP,3,05/02/2022,05/03/2022,11/02/2022,2,156.66
10436,75,6.2,24,0.1,BLONP,3,05/02/2022,05/03/2022,11/02/2022,2,156.66
10437,53,26.2,15,0,WARTH,8,05/02/2022,05/03/2022,12/02/2022,1,19.97
10438,19,7.3,15,0.2,TOMSP,3,06/02/2022,06/03/2022,14/02/2022,2,8.24
10438,34,11.2,20,0.2,TOMSP,3,06/02/2022,06/03/2022,14/02/2022,2,8.24
10438,57,15.6,15,0.2,TOMSP,3,06/02/2022,06/03/2022,14/02/2022,2,8.24
10439,12,30.4,15,0,MEREP,6,07/02/2022,07/03/2022,10/02/2022,3,4.07
10439,16,13.9,16,0,MEREP,6,07/02/2022,07/03/2022,10/02/2022,3,4.07
10439,64,26.6,6,0,MEREP,6,07/02/2022,07/03/2022,10/02/2022,3,4.07
10439,74,8,30,0,MEREP,6,07/02/2022,07/03/2022,10/02/2022,3,4.07
10440,2,15.2,45,0.15,SAVEA,4,10/02/2022,10/03/2022,28/02/2022,2,86.53
10440,16,13.9,49,0.15,SAVEA,4,10/02/2022,10/03/2022,28/02/2022,2,86.53
10440,29,99,24,0.15,SAVEA,4,10/02/2022,10/03/2022,28/02/2022,2,86.53
10440,61,22.8,90,0.15,SAVEA,4,10/02/2022,10/03/2022,28/02/2022,2,86.53
10441,27,35.1,50,0,OLDWO,3,10/02/2022,24/03/2022,14/03/2022,2,73.02
10442,11,16.8,30,0,ERNSH,3,11/02/2022,11/03/2022,18/02/2022,2,47.94
10442,54,5.9,80,0,ERNSH,3,11/02/2022,11/03/2022,18/02/2022,2,47.94
10442,66,13.6,60,0,ERNSH,3,11/02/2022,11/03/2022,18/02/2022,2,47.94
10443,11,16.8,6,0.2,REGGC,8,12/02/2022,12/03/2022,14/02/2022,1,13.95
10443,28,36.4,12,0,REGGC,8,12/02/2022,12/03/2022,14/02/2022,1,13.95
10444,17,31.2,10,0,BERGS,3,12/02/2022,12/03/2022,21/02/2022,3,3.5
10444,26,24.9,15,0,BERGS,3,12/02/2022,12/03/2022,21/02/2022,3,3.5
10444,35,14.4,8,0,BERGS,3,12/02/2022,12/03/2022,21/02/2022,3,3.5
10444,41,7.7,30,0,BERGS,3,12/02/2022,12/03/2022,21/02/2022,3,3.5
10445,39,14.4,6,0,BERGS,3,13/02/2022,13/03/2022,20/02/2022,1,9.3
10445,54,5.9,15,0,BERGS,3,13/02/2022,13/03/2022,20/02/2022,1,9.3
10446,19,7.3,12,0.1,TOMSP,6,14/02/2022,14/03/2022,19/02/2022,1,14.68
10446,24,3.6,20,0.1,TOMSP,6,14/02/2022,14/03/2022,19/02/2022,1,14.68
10446,31,10,3,0.1,TOMSP,6,14/02/2022,14/03/2022,19/02/2022,1,14.68
10446,52,5.6,15,0.1,TOMSP,6,14/02/2022,14/03/2022,19/02/2022,1,14.68
10447,19,7.3,40,0,RICAR,4,14/02/2022,14/03/2022,07/03/2022,2,68.66
10447,65,16.8,35,0,RICAR,4,14/02/2022,14/03/2022,07/03/2022,2,68.66
10447,71,17.2,2,0,RICAR,4,14/02/2022,14/03/2022,07/03/2022,2,68.66
10448,26,24.9,6,0,RANCH,4,17/02/2022,17/03/2022,24/02/2022,2,38.82
10448,40,14.7,20,0,RANCH,4,17/02/2022,17/03/2022,24/02/2022,2,38.82
10449,10,24.8,14,0,BLONP,3,18/02/2022,18/03/2022,27/02/2022,2,53.3
10449,52,5.6,20,0,BLONP,3,18/02/2022,18/03/2022,27/02/2022,2,53.3
10449,62,39.4,35,0,BLONP,3,18/02/2022,18/03/2022,27/02/2022,2,53.3
10450,10,24.8,20,0.2,VICTE,8,19/02/2022,19/03/2022,11/03/2022,2,7.23
10450,54,5.9,6,0.2,VICTE,8,19/02/2022,19/03/2022,11/03/2022,2,7.23
10451,55,19.2,120,0.1,QUICK,4,19/02/2022,05/03/2022,12/03/2022,3,189.09
10451,64,26.6,35,0.1,QUICK,4,19/02/2022,05/03/2022,12/03/2022,3,189.09
10451,65,16.8,28,0.1,QUICK,4,19/02/2022,05/03/2022,12/03/2022,3,189.09
10451,77,10.4,55,0.1,QUICK,4,19/02/2022,05/03/2022,12/03/2022,3,189.09
10452,28,36.4,15,0,SAVEA,8,20/02/2022,20/03/2022,26/02/2022,1,140.26
10452,44,15.5,100,0.05,SAVEA,8,20/02/2022,20/03/2022,26/02/2022,1,140.26
10453,48,10.2,15,0.1,AROUT,1,21/02/2022,21/03/2022,26/02/2022,2,25.36
10453,70,12,25,0.1,AROUT,1,21/02/2022,21/03/2022,26/02/2022,2,25.36
10454,16,13.9,20,0.2,LAMAI,4,21/02/2022,21/03/2022,25/02/2022,3,2.74
10454,33,2,20,0.2,LAMAI,4,21/02/2022,21/03/2022,25/02/2022,3,2.74
10454,46,9.6,10,0.2,LAMAI,4,21/02/2022,21/03/2022,25/02/2022,3,2.74
10455,39,14.4,20,0,WARTH,8,24/02/2022,07/04/2022,03/03/2022,2,180.45
10455,53,26.2,50,0,WARTH,8,24/02/2022,07/04/2022,03/03/2022,2,180.45
10455,61,22.8,25,0,WARTH,8,24/02/2022,07/04/2022,03/03/2022,2,180.45
10455,71,17.2,30,0,WARTH,8,24/02/2022,07/04/2022,03/03/2022,2,180.45
10456,21,8,40,0.15,KOENE,8,25/02/2022,08/04/2022,28/02/2022,2,8.12
10456,49,16,21,0.15,KOENE,8,25/02/2022,08/04/2022,28/02/2022,2,8.12
10457,59,44,36,0,KOENE,2,25/02/2022,25/03/2022,03/03/2022,1,11.57
10458,26,24.9,30,0,SUPRD,7,26/02/2022,26/03/2022,04/03/2022,3,147.06
10458,28,36.4,30,0,SUPRD,7,26/02/2022,26/03/2022,04/03/2022,3,147.06
10458,43,36.8,20,0,SUPRD,7,26/02/2022,26/03/2022,04/03/2022,3,147.06
10458,56,30.4,15,0,SUPRD,7,26/02/2022,26/03/2022,04/03/2022,3,147.06
10458,71,17.2,50,0,SUPRD,7,26/02/2022,26/03/2022,04/03/2022,3,147.06
10459,7,24,16,0.05,VICTE,4,27/02/2022,27/03/2022,28/02/2022,2,25.09
10459,46,9.6,20,0.05,VICTE,4,27/02/2022,27/03/2022,28/02/2022,2,25.09
10459,72,27.8,40,0,VICTE,4,27/02/2022,27/03/2022,28/02/2022,2,25.09
10460,68,10,21,0.25,FOLKO,8,28/02/2022,28/03/2022,03/03/2022,1,16.27
10460,75,6.2,4,0.25,FOLKO,8,28/02/2022,28/03/2022,03/03/2022,1,16.27
10461,21,8,40,0.25,LILAS,1,28/02/2022,28/03/2022,05/03/2022,3,148.61
10461,30,20.7,28,0.25,LILAS,1,28/02/2022,28/03/2022,05/03/2022,3,148.61
10461,55,19.2,60,0.25,LILAS,1,28/02/2022,28/03/2022,05/03/2022,3,148.61
10462,13,4.8,1,0,CONSH,2,03/03/2022,31/03/2022,18/03/2022,1,6.17
10462,23,7.2,21,0,CONSH,2,03/03/2022,31/03/2022,18/03/2022,1,6.17
10463,19,7.3,21,0,SUPRD,5,04/03/2022,01/04/2022,06/03/2022,3,14.78
10463,42,11.2,50,0,SUPRD,5,04/03/2022,01/04/2022,06/03/2022,3,14.78
10464,4,17.6,16,0.2,FURIB,4,04/03/2022,01/04/2022,14/03/2022,2,89
10464,43,36.8,3,0,FURIB,4,04/03/2022,01/04/2022,14/03/2022,2,89
10464,56,30.4,30,0.2,FURIB,4,04/03/2022,01/04/2022,14/03/2022,2,89
10464,60,27.2,20,0,FURIB,4,04/03/2022,01/04/2022,14/03/2022,2,89
10465,24,3.6,25,0,VAFFE,1,05/03/2022,02/04/2022,14/03/2022,3,145.04
10465,29,99,18,0.1,VAFFE,1,05/03/2022,02/04/2022,14/03/2022,3,145.04
10465,40,14.7,20,0,VAFFE,1,05/03/2022,02/04/2022,14/03/2022,3,145.04
10465,45,7.6,30,0.1,VAFFE,1,05/03/2022,02/04/2022,14/03/2022,3,145.04
